id,Publisher,Author,Primary ISBN10,Date,Title,Weeks on list
945,St. Martin's,Sherrilyn Kenyon,NA,9/21/14,SON OF NO ONE,1.0
946,Kensington,Fern Michaels,1420134965.0,9/21/14,COUNTDOWN,1.0
947,Minotaur,Louise Penny,NA,9/14/14,THE LONG WAY HOME,1.0
948,Harlequin Mira,Ron Carr,None,9/14/14,THE HOMECOMING,1.0
949,Jove,Jayne Castle,698140958.0,9/14/14,THE HOT ZONE,1.0
950,Orbit,Brent Weeks,316235555.0,9/14/14,THE BROKEN EYE,1.0
951,Kensington,Lisa Jackson,1617735183.0,9/14/14,CLOSE TO HOME,1.0
952,Harlequin,Lori Foster,None,9/14/14,NO LIMITS,1.0
953,Zebra,Fern Michaels,1420134957.0,9/7/14,UPSIDE DOWN,1.0
954,Simon & Schuster,Matthew Thomas,NA,9/7/14,WE ARE NOT OURSELVES,1.0
955,Berkley,Maya Banks,None,8/24/14,TAKING IT ALL,1.0
956,Gallery,Kresley Cole,1451649967.0,8/24/14,DARK SKYE,1.0
957,Grand Central,Douglas Preston and Lincoln Child,None,8/24/14,THE LOST ISLAND,1.0
958,Viking,Lev Grossman,1101633530.0,8/24/14,THE MAGICIAN'S LAND,1.0
959,Tor/Tom Doherty,Terry Goodkind,None,8/24/14,SEVERED SOULS,1.0
960,Dutton,Julie Garwood,NA,8/17/14,FAST TRACK,1.0
961,St. Martin's Griffin,Kylie Scott,None,8/17/14,LEAD,1.0
962,Ace,Ilona Andrews,698146409.0,8/17/14,MAGIC BREAKS,1.0
963,Zebra,Lisa Jackson,None,8/17/14,DESERVES TO DIE,1.0
964,Morrow/HarperCollins,J A Jance,None,8/10/14,REMAINS OF INNOCENCE,1.0
965,Putnam,Stuart Woods,698154088.0,8/3/14,CUT AND THRUST,1.0
966,St. Martin's,Iris Johansen and Roy Johansen,1250020530.0,8/3/14,SIGHT UNSEEN,1.0
967,Loveswept/Random House,Tracy Wolff,055339438X,8/3/14,ADDICTED,1.0
968,Simon & Schuster,James Lee Burke,1476710813.0,8/3/14,WAYFARING STRANGER,1.0
969,Laurelin Paige,Laurelin Paige,None,7/27/14,HUDSON,1.0
970,Grand Central,Anne Rivers Siddons,446565849.0,7/27/14,THE GIRLS OF AUGUST,1.0
971,J. Daniels,J Daniels,None,7/27/14,WHERE I BELONG,1.0
972,Kristen Ashley,Kristen Ashley,None,7/27/14,THE PROMISE,1.0
973,Atria,Jamie McGuire,1476759596.0,7/20/14,BEAUTIFUL OBLIVION,1.0
974,Bantam,Dean Koontz,034554594X,7/20/14,THE CITY,1.0
975,Bantam,Dean Koontz,NA,7/20/14,THE NEIGHBOR,1.0
976,Various publishers,"Raine Miller, Cathryn Fox and others",NA,7/20/14,SPICE BOX,1.0
977,Dell,Mary Balogh,NA,7/20/14,THE ESCAPE,1.0
978,Berkley,Maya Banks,NA,7/13/14,WHEN DAY BREAKS,1.0
979,Harlequin,Susan Mallery,1460334574.0,7/13/14,UNTIL WE TOUCH,1.0
980,Delacorte,Karin Slaughter,None,7/13/14,COP TOWN,1.0
981,Gallery Books,Alice Clayton,NA,7/13/14,RUSTY NAILED,1.0
982,Zebra/Kensington,Fern Michaels,None,7/13/14,KISS AND TELL,1.0
983,Del Rey,Kevin Hearne,345548493.0,7/6/14,SHATTERED,1.0
984,Meredith Wild,Meredith Wild,None,7/6/14,HARDLINE,1.0
985,H. M. Ward,H M Ward,1630350281.0,7/6/14,THE ARRANGEMENT 15,1.0
986,"Little, Brown",Elin Hilderbrand,NA,6/29/14,THE MATCHMAKER,1.0
987,Berkley,Laurell K Hamilton,698146638.0,6/22/14,A SHIVER OF LIGHT,1.0
988,St. Martin's,Mary Kay Andrews,NA,6/22/14,SAVE THE DATE,1.0
989,Berkley,Joanna Wylde,NA,6/22/14,DEVIL'S GAME,1.0
990,Random House,Alan Furst,679604235.0,6/22/14,MIDNIGHT IN EUROPE,1.0
991,Random House,Lisa See,NA,6/22/14,CHINA DOLLS,1.0
992,Jove,Christine Feehan,None,6/15/14,AIR BOUND,1.0
993,Harlequin,Susan Mallery,1460332954.0,6/15/14,BEFORE WE KISS,1.0
994,Simon & Schuster,Stephen Hunter,1451640269.0,6/8/14,SNIPER'S HONOR,1.0
995,Whitney Williams,Whitney G,990317013.0,6/8/14,REASONABLE DOUBT: BOOK 2,1.0
996,Viking,Craig Johnson,698163532.0,6/1/14,ANY OTHER NAME,1.0
997,Morrow/HarperCollins,James Rollins and Grant Blackwood,62135287.0,6/1/14,THE KILL SWITCH,1.0
998,Knopf,Jo Nesbo,None,6/1/14,THE SON,1.0
999,Roc,Jim Butcher,None,6/1/14,STORM FRONT,1.0
1000,Simon & Schuster,Richard Paul Evans,1451628315.0,5/25/14,WALKING ON WATER,1.0
1001,Berkley,Maya Banks,NA,5/25/14,GIVING IN,1.0
1002,Mia Sheridan,Mia Sheridan,692214844.0,5/25/14,ARCHER'S VOICE,1.0
1003,Atria,Abbi Glines,1476775958.0,5/25/14,RUSH TOO FAR,1.0
1004,Golden Unicorn,"JS Scott, M Malone and others",1939962447.0,5/25/14,BEYOND DESIRE COLLECTION,1.0
1005,Atria,John Lescroart,1476709203.0,5/25/14,THE KEEPER,1.0
1006,Harlequin,Susan Mallery,1460331184.0,5/18/14,WHEN WE MET,1.0
1007,Jasinda Wilder,Jasinda Wilder,None,5/18/14,ALPHA,1.0
1008,St. Martin's,Iris Johansen,None,5/18/14,LIVE TO SEE TOMORROW,1.0
1009,Morrow/HarperCollins,Jay Crownover,None,5/18/14,NASH,1.0
1010,Harlequin,Gena Showalter,1460331222.0,5/18/14,BURNING DAWN,1.0
1011,Smashwords,"Bella Andre, Barbara Freethy and others",None,5/18/14,A SWEET LIFE,1.0
1012,Avon/HarperCollins,Stephanie Laurens,62066293.0,5/18/14,THE MASTERFUL MR. MONTAGUE,1.0
1013,Knopf,Maeve Binchy,None,5/11/14,CHESTNUT STREET,1.0
1014,Putnam,Amanda Quick,NA,5/11/14,OTHERWISE ENGAGED,1.0
1015,SOS Ladies,"Delilah Devlin, Sharon Hamilton and others",None,5/11/14,SEALS OF SUMMER,1.0
1016,Harper,Kimberly McCreight,NA,5/11/14,RECONSTRUCTING AMELIA,1.0
1017,Dell,Diana Gabaldon,None,5/4/14,THE SPACE BETWEEN,1.0
1018,Kristen Ashley,Kristen Ashley,None,4/27/14,THE WILL,1.0
1019,Morrow/HarperCollins,Wiley Cash,62088246.0,4/27/14,A LAND MORE KIND THAN HOME,1.0
1020,Berkley Sensation,Jennifer Ashley,None,4/20/14,WILD WOLF,1.0
1021,Ballantine,Debbie Macomber,345549864.0,4/13/14,BLOSSOM STREET BRIDES,1.0
1022,Carina Press,Marie Force,142689807X,4/13/14,FATAL JEOPARDY,1.0
1023,Vintage,Rob Thomas and Jennifer Graham,804170711.0,4/13/14,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,1.0
1024,Harlequin Mira,Ron Carr,1460328612.0,4/13/14,FOUR FRIENDS,1.0
1025,St. Martin's,Jane Green,1466842032.0,4/13/14,TEMPTING FATE,1.0
1026,Atria,Colleen Hoover,NA,4/6/14,MAYBE SOMEDAY,1.0
1027,Harper Perennial,Jess Walter,006209808X,4/6/14,BEAUTIFUL RUINS,1.0
1028,Doubleday,Terry Pratchett,038553826X,4/6/14,RAISING STEAM,1.0
1029,Minotaur,Olen Steinhauer,NA,4/6/14,THE CAIRO AFFAIR,1.0
1030,Grand Central,Jean Hanff Korelitz,1455599506.0,4/6/14,YOU SHOULD HAVE KNOWN,1.0
1031,Harlequin,Sylvia Day,1459245997.0,3/30/14,AFTERSHOCK,1.0
1032,Putnam,C J Box,698150171.0,3/30/14,STONE COLD,1.0
1033,JKB,K Bromberg,989450244.0,3/23/14,CRASHED,1.0
1034,Oak Press,Bella Andre,None,3/23/14,JUST TO BE WITH YOU,1.0
1035,Debbie Macomber Books,Debbie Macomber,None,3/16/14,FRIENDS ��� AND THEN SOME,1.0
1036,HarperVoyager,Kim Harrison,62300156.0,3/16/14,THE UNDEAD POOL,1.0
1037,Atria,Abbi Glines,1476756562.0,3/16/14,TAKE A CHANCE,1.0
1038,H. M. Ward Press,H M Ward,None,3/16/14,THE ARRANGEMENT 14,1.0
1039,Kensington,Joanne Fluke,758280394.0,3/16/14,BLACKBERRY PIE MURDER,1.0
1040,Avon/HarperCollins,Lynsay Sands,62078097.0,3/9/14,VAMPIRE MOST WANTED,1.0
1041,Grand Central,Jill Shalvis,1455521140.0,3/9/14,ONCE IN A LIFETIME,1.0
1042,Tor/Tom Doherty,David Weber,NA,3/9/14,LIKE A MIGHTY ARMY,1.0
1043,Touchstone,J A Jance,None,3/9/14,MOVING TARGET,1.0
1044,Vintage Crime/Black Lizard,Jo Nesbo,345807162.0,3/2/14,COCKROACHES,1.0
1045,Putnam,Alex Berenson,None,3/2/14,THE COUNTERFEIT AGENT,1.0
1046,HarperCollins,Tara Conklin,62207520.0,3/2/14,THE HOUSE GIRL,1.0
1047,Copper Key Media,KM Scott,None,3/2/14,GIVE IN TO ME,1.0
1048,Berkley,Maya Banks,NA,2/23/14,LETTING GO,1.0
1049,Morrow/HarperCollins,J Lynn,NA,2/23/14,BE WITH ME,1.0
1050,Laree Bailey,H M Ward,1630350141.0,2/23/14,THE ARRANGEMENT 13,1.0
1051,Forever,Kristen Ashley,None,2/23/14,KALEIDOSCOPE,1.0
1052,Berkley,Lora Leigh,None,2/23/14,RULE BREAKER,1.0
1053,Berkley Sensation,Marie Force,NA,2/23/14,ALL YOU NEED IS LOVE,1.0
1054,Avon/HarperCollins,Jeaniene Frost,NA,2/16/14,UP FROM THE GRAVE,1.0
1055,St. Martin's,Jeffrey Archer,None,2/16/14,ONLY TIME WILL TELL,1.0
1056,Berkley,Joanna Wylde,None,2/16/14,REAPER'S LEGACY,1.0
1057,Harlequin Mira,Sherryl Woods,1460325273.0,2/16/14,HOME TO SEAVIEW KEY,1.0
1058,St. Martin's,Jeffrey Archer,1429949031.0,2/16/14,THE SINS OF THE FATHER,1.0
1059,Laurens Publishing,Kathleen Brooks,None,2/9/14,FINAL VOW,1.0
1060,Pocket Star,Kresley Cole,None,2/9/14,"THE PROFESSIONAL, PART 3",1.0
1061,Pocket Books,VC Andrews,1451636946.0,2/9/14,FLOWERS IN THE ATTIC,1.0
1062,HarperCollins,Helene Wecker,62110853.0,2/9/14,THE GOLEM AND THE JINNI,1.0
1063,Sprigleaf,Annette Blair and others,None,2/2/14,SCANDALOUS BRIDES,1.0
1064,Dutton,Brad Taylor,NA,2/2/14,THE POLARIS PROTOCOL,1.0
1065,Delacorte,Alan Bradley,NA,2/2/14,THE DEAD IN THEIR VAULTED ARCHES,1.0
1066,Berkley,Christine Feehan,None,1/26/14,DARK WOLF,1.0
1067,Berkley,Maya Banks,None,1/26/14,AFTER THE STORM,1.0
1068,Putnam,Jayne Ann Krentz,NA,1/26/14,RIVER ROAD,1.0
1069,Morrow/HarperCollins,Jay Crownover,62302396.0,1/26/14,ROME,1.0
1070,Bantam,J Kenner,NA,1/26/14,WANTED,1.0
1071,Harper,Bernard Cornwell,006219934X,1/26/14,THE PAGAN LORD,1.0
1072,Harlequin,Linda Lael Miller,1460323769.0,1/19/14,BIG SKY SECRETS,1.0
1073,Putnam,W E B Griffin and William E Butterworth IV,NA,1/19/14,HAZARDOUS DUTY,1.0
1074,Atria,Jamie McGuire,1476759553.0,12/29/13,A BEAUTIFUL WEDDING,1.0
1075,Ellora's Cave,Laurann Dohner,None,12/29/13,TRUE,1.0
1076,Berkley,Sylvain Reynard,NA,12/22/13,GABRIEL'S REDEMPTION,1.0
1077,Bantam,J Kenner,804180423.0,12/22/13,TAKE ME,1.0
1078,Forever,Jessica Sorensen,None,12/22/13,THE EVER AFTER OF ELLA AND MICHA,1.0
1079,Gallery Books,Katy Evans,None,12/15/13,REMY,1.0
1080,Sandi Lynn,Sandi Lynn,None,12/15/13,FOREVER US,1.0
1081,Harper,Adriana Trigiani,NA,12/15/13,THE SUPREME MACARONI COMPANY,1.0
1082,Simon & Schuster,Christina Lauren,1476751749.0,12/8/13,BEAUTIFUL BEGINNING,1.0
1083,Gossamer,Melody Anne,1938786947.0,12/1/13,SCORCHED,1.0
1084,Grand Central,J A Redmerski,1455549010.0,11/24/13,THE EDGE OF ALWAYS,1.0
1085,Simon & Schuster,Katy Evans,NA,11/24/13,MINE,1.0
1086,Pantheon,Alexander McCall Smith,None,11/24/13,THE MINOR ADJUSTMENT BEAUTY SALON,1.0
1087,Bantam,Dean Koontz,804178615.0,11/24/13,WILDERNESS,1.0
1088,Ace,Charlaine Harris,None,11/17/13,AFTER DEAD,1.0
1089,Simon & Schuster,Christina Lauren,1476751412.0,11/17/13,BEAUTIFUL PLAYER,1.0
1090,HarperCollins,Julia Quinn,62072935.0,11/17/13,THE SUM OF ALL KISSES,1.0
1091,Harlequin,Diana Palmer,1460320891.0,11/17/13,WYOMING BOLD,1.0
1092,Howard Books,Karen Kingsbury,NA,11/17/13,FIFTEEN MINUTES,1.0
1093,Grand Central,Jessica Sorensen,1455574902.0,11/10/13,THE TEMPTATION OF LILA AND ETHAN,1.0
1094,Dutton,Elizabeth George,NA,11/3/13,JUST ONE EVIL ACT,1.0
1095,Ballantine,Kristin Hannah,345464249.0,11/3/13,BETWEEN SISTERS,1.0
1096,Knopf,Jo Nesbo,307960501.0,11/3/13,POLICE,1.0
1097,Knopf,Anne Rice,NA,11/3/13,THE WOLVES OF MIDWINTER,1.0
1098,Ballantine,Debbie Macomber,345545524.0,10/27/13,STARRY NIGHT,1.0
1099,Knopf/McSweeney�۪s,Dave Eggers,385351402.0,10/27/13,THE CIRCLE,1.0
1100,Vi Keeland,Vi Keeland,None,10/27/13,WORTH THE FIGHT,1.0
1101,Tijan,Tijan,None,10/27/13,CARTER REED,1.0
1102,St. Martin's,Iris Johansen,None,10/20/13,SILENCING EVE,1.0
1103,Grand Central,Jeffery Deaver,1455576662.0,10/20/13,THE OCTOBER LIST,1.0
1104,New American Library,Tara Sue Me,None,10/20/13,THE TRAINING,1.0
1105,New American Library,J R Ward,None,10/20/13,POSSESSION,1.0
1106,Atria,Abbi Glines,1476756538.0,10/13/13,SIMPLE PERFECTION,1.0
1107,Avon/HarperCollins,Lynsay Sands,None,10/13/13,ONE LUCKY VAMPIRE,1.0
1108,Harlequin,Susan Mallery,None,10/13/13,CHRISTMAS ON 4TH STREET,1.0
1109,Grand Central,Jill Shalvis,None,10/13/13,ALWAYS ON MY MIND,1.0
1110,Hyperion,Richard Castle,140130592X,10/6/13,DEADLY HEAT,1.0
1111,Jen McLaughlin,Jen McLaughlin,None,10/6/13,OUT OF LINE,1.0
1112,Penguin Press,Thomas Pynchon,1594204233.0,10/6/13,BLEEDING EDGE,1.0
1113,Putnam,Michael Brandman,NA,9/29/13,ROBERT B. PARKER�۪S DAMNED IF YOU DO,1.0
1114,Zebra/Kensington,Fern Michaels,1420127950.0,9/29/13,THE SCOOP,1.0
1115,St. Martin's,Sherrilyn Kenyon,None,9/22/13,STYXX,1.0
1116,Berkley,Christine Feehan,None,9/22/13,DARK LYCAN,1.0
1117,Gossamer,Melody Anne,1938786858.0,9/22/13,SEDUCED,1.0
1118,Laree Bailey,HM Ward,None,9/22/13,STRIPPED,1.0
1119,Berkley,M Leighton,None,9/22/13,EVERYTHING FOR US,1.0
1120,Minotaur,Louise Penny,1466834706.0,9/15/13,HOW THE LIGHT GETS IN,1.0
1121,Scribner,Kathy Reichs,NA,9/15/13,BONES OF THE LOST,1.0
1122,Jove,Jayne Castle,None,9/15/13,DECEPTION COVE,1.0
1123,Harlequin,Linda Lael Miller,1460318064.0,9/15/13,BIG SKY WEDDING,1.0
1124,Grand Central Publishing,Sandra Brown,None,9/15/13,EXCLUSIVE,1.0
1125,Random House,Marisha Pessl,679643915.0,9/8/13,NIGHT FILM,1.0
1126,Bloomsbury,Samantha Shannon,1620401401.0,9/8/13,THE BONE SEASON,1.0
1127,Maya Cross,Maya Cross,None,9/8/13,UNLOCKED,1.0
1128,Tor/Tom Doherty,Terry Goodkind,1466826274.0,9/8/13,THE THIRD KINGDOM,1.0
1129,Random House,Debbie Macomber,None,9/1/13,ROSE HARBOR IN BLOOM,1.0
1130,Harlequin,Sylvia Day,1459245954.0,9/1/13,AFTERBURN,1.0
1131,Dutton,Julie Garwood,None,8/25/13,HOTSHOT,1.0
1132,Putnam,WEB Griffin and William E Butterworth IV,None,8/25/13,THE LAST WITNESS,1.0
1133,Bantam,J Kenner,345545850.0,8/18/13,COMPLETE ME,1.0
1134,Harlequin,Susan Mallery,1460316487.0,8/18/13,THREE LITTLE WORDS,1.0
1135,Ace,Ilona Andrews,NA,8/18/13,MAGIC RISES,1.0
1136,Harlequin,Gena Showalter,1460316495.0,8/18/13,THE DARKEST CRAVING,1.0
1137,Minotaur,C  J Box,NA,8/18/13,THE HIGHWAY,1.0
1138,Simon & Schuster,James Lee Burke,NA,8/11/13,LIGHT OF THE WORLD,1.0
1139,Touchstone,Philippa Gregory,1451626150.0,8/11/13,THE WHITE PRINCESS,1.0
1140,HTJB,Marie Force,None,8/11/13,TIME FOR LOVE,1.0
1141,St. Martin's,Iris Johansen,125002000X,8/4/13,HUNTING EVE,1.0
1142,Ecila Media,Shayla Black and others,None,8/4/13,ALPHA BAD BOYS,1.0
1143,Ballantine,Debbie Macomber,None,8/4/13,LOST AND FOUND IN CEDAR COVE,1.0
1144,Holt,Sue Grafton,1429901349.0,7/28/13,A IS FOR ALIBI,1.0
1145,Atria,Colleen Hoover,None,7/28/13,LOSING HOPE,1.0
1146,Gallery Books,Christina Lauren,1476751722.0,7/28/13,BEAUTIFUL BITCH,1.0
1147,Novelty Books,"Tanya Anne Cros, Danelle Harmon, Lauren Royal and Cynthia Wright",None,7/28/13,FOUR IRRESISTIBLE ROGUES,1.0
1148,Grand Central,Jodi Ellen Malpas,1455578355.0,7/21/13,THIS MAN CONFESSED,1.0
1149,Berkley,Laurell K Hamilton,None,7/21/13,AFFLICTION,1.0
1150,Delacorte,Karin Slaughter,None,7/21/13,UNSEEN,1.0
1151,Gallery Books,Kresley Cole,1476713359.0,7/21/13,MACRIEVE,1.0
1152,Morrow/HarperCollins,James Rollins,62194917.0,7/14/13,THE EYE OF GOD,1.0
1153,Harlequin,Susan Mallery,1460315154.0,7/14/13,TWO OF A KIND,1.0
1154,Berkley,Maya Banks,None,7/14/13,FORGED IN STEELE,1.0
1155,Dutton,Tami Hoag,None,7/7/13,THE 9TH GIRL,1.0
1156,Ballantine,Steve Berry,345526562.0,6/30/13,THE KING'S DECEPTION,1.0
1157,St. Martin's,Mary Kay Andrews,NA,6/23/13,LADIES' NIGHT,1.0
1158,Bantam,Dean Koontz,345535693.0,6/16/13,DEEPLY ODD,1.0
1159,Forever,Jessica Sorensen,None,6/16/13,THE FOREVER OF ELLA AND MICHA,1.0
1160,Jove,Christine Feehan,None,6/16/13,LEOPARD'S PREY,1.0
1161,Amy Harmon,Amy Harmon,None,6/16/13,A DIFFERENT BLUE,1.0
1162,Pocket Star,Kyra Davis,None,6/9/13,BINDING AGREEMENT,1.0
1163,Omnific,Emma Chase,None,6/9/13,TANGLED,1.0
1164,Atria,Raine Miller,None,6/2/13,EYES WIDE OPEN,1.0
1165,Laree Bailey,HM Ward,None,6/2/13,THE ARRANGEMENT 7,1.0
1166,Zebra,Lisa Jackson,1420106341.0,6/2/13,LEFT TO DIE,1.0
1167,Simon & Schuster,Richard Paul Evans,1451628293.0,5/26/13,A STEP OF FAITH,1.0
1168,Sourcebooks Landmark,Judith Merkle Riley,NA,5/26/13,THE ORACLE GLASS,1.0
1169,Viking,John le Carre,670014893.0,5/26/13,A DELICATE TRUTH,1.0
1170,NAL,Samantha Young,None,5/26/13,DOWN LONDON ROAD,1.0
1171,Houghton Mifflin Harcourt,Ann Patchett,547548796.0,5/26/13,THE MAGICIAN'S ASSISTANT,1.0
1172,Harlequin Mira,Sherryl Woods,None,5/19/13,WIND CHIME POINT,1.0
1173,Ellora's Cave,Laurann Dohner,None,5/19/13,MOON,1.0
1174,HarperCollins,John Irving,62204106.0,5/19/13,A PRAYER FOR OWEN MEANY,1.0
1175,Atria,Colleen Hoover,1476746540.0,5/19/13,THIS GIRL,1.0
1176,Harlequin,Susan Mallery,None,5/19/13,HALFWAY THERE,1.0
1177,Bantam,J Kenner,None,5/12/13,CLAIM ME,1.0
1178,Dial,Sophie Kinsella,812993853.0,5/12/13,WEDDING NIGHT,1.0
1179,Putnam,Amanda Quick,None,5/12/13,THE MYSTERY WOMAN,1.0
1180,Doubleday,Edward Rutherfurd,385535317.0,5/12/13,PARIS,1.0
1181,St. Martin's,Iris Johansen,1250019974.0,5/5/13,TAKING EVE,1.0
1182,Gallery Books,Christina Lauren,1476731543.0,5/5/13,BEAUTIFUL STRANGER,1.0
1183,"Mulholland/Little, Brown",Michael Robotham,316221252.0,5/5/13,SAY YOU'RE SORRY,1.0
1184,St. Martin's Press,Lisa Scottoline,NA,4/28/13,DON'T GO,1.0
1185,Sourcebooks,Susanna Kearsley,NA,4/28/13,THE SHADOWY HORSES,1.0
1186,Random House Publishing,Debbie Macomber,345533534.0,4/21/13,STARTING NOW,1.0
1187,The Indie Voice,Jana DeLeon and others,None,4/21/13,TO DIE FOR,1.0
1188,Grand Central Publishing,Kristen Ashley,None,4/21/13,OWN THE WIND,1.0
1189,Katie Ashley,Katie Ashley,None,4/21/13,MUSIC OF THE HEART,1.0
1190,HarperCollins Publishers,Jeaniene Frost,62075837.0,4/14/13,TWICE TEMPTED,1.0
1191,Harlequin,Sherryl Woods,None,4/14/13,SAND CASTLE BAY,1.0
1192,HarperCollins Publishers,Jacqueline Winspear,NA,4/14/13,LEAVING EVERYTHING MOST LOVED,1.0
1193,HarperCollins Publishers,Stephanie Laurens,None,4/14/13,AND THEN SHE FELL,1.0
1194,Simon & Schuster,Kyra Davis,None,4/7/13,EXPOSED,1.0
1195,Grand Central Publishing,Jean Hanff Korelitz,446557633.0,4/7/13,ADMISSION,1.0
1196,HarperCollins Publishers,Eloisa James,None,4/7/13,WITH THIS KISS,1.0
1197,Random House Publishing,Maya Banks,345538897.0,4/7/13,HIGHLANDER MOST WANTED,1.0
1198,Penguin Group,C J Box,None,3/31/13,BREAKING POINT,1.0
1199,Abbi Glines,Abbi Glines,None,3/31/13,NEVER TOO FAR,1.0
1200,Random House Publishing,Terry Brooks,None,3/31/13,BLOODFIRE QUEST,1.0
1201,Simon & Schuster,S C Stephens,1476718210.0,3/24/13,RECKLESS,1.0
1202,Penguin Group,Patricia Briggs,None,3/24/13,FROST BURNED,1.0
1203,Penguin Group,Clive Cussler and Justin Scott,None,3/24/13,THE STRIKER,1.0
1204,Howard Books,Karen Kingsbury,1451647042.0,3/24/13,THE CHANCE,1.0
1205,Tyndale House Publishers,Joel C Rosenberg,1414381859.0,3/24/13,DAMASCUS COUNTDOWN,1.0
1206,HarperCollins Publishers,Lynsay Sands,62078127.0,3/17/13,IMMORTAL EVER AFTER,1.0
1207,Marie Force,Marie Force,985034157.0,3/10/13,WAITING FOR LOVE,1.0
1208,Shanora Williams,Shanora Williams,None,3/10/13,HARD TO RESIST,1.0
1209,St. Martin's Press,Jackie Collins,1250011019.0,3/3/13,THE POWER TRIP,1.0
1210,St. Martin's Press,Lisa Kleypas,None,2/24/13,CRYSTAL COVE,1.0
1211,HarperCollins Publishers,Kim Harrison,None,2/10/13,EVER AFTER,1.0
1212,Simon & Schuster,Stephen Hunter,NA,2/3/13,THE THIRD BULLET,1.0
1213,Penguin Group,Stuart Woods,None,1/27/13,COLLATERAL DAMAGE,1.0
1214,Penguin Group,Jayne Ann Krentz,None,1/27/13,DREAM EYES,1.0
1215,St. Martin's Press,Janet Evanovich and Dorien Kelly,None,1/27/13,THE HUSBAND LIST,1.0
1216,Penguin Group,Maya Banks,None,1/20/13,SHADES OF GRAY,1.0
1217,Random House Publishing,Linda Howard,NA,1/20/13,SHADOW WOMAN,1.0
1218,Penguin Group,W E B Griffin and William E Butterworth IV,NA,1/20/13,EMPIRE AND HONOR,1.0
1219,Grand Central Publishing,Douglas Preston and Lincoln Child,145551053X,12/30/12,TWO GRAVES,1.0
1220,Random House Publishing,Diana Gabaldon,345545370.0,12/23/12,A LEAF ON THE WIND OF ALL HALLOWS,1.0
1221,Pocket Books,Kresley Cole,None,12/16/12,SHADOW’S CLAIM,1.0
1222,Pocket Books,Kresley Cole,None,12/16/12,SHADOW�۪S CLAIM,1.0
1223,Knopf Doubleday Publishing,Ian McEwan,385536836.0,12/2/12,SWEET TOOTH,1.0
1224,Simon & Schuster,Jennifer Probst,1476717532.0,11/25/12,THE MARRIAGE MISTAKE,1.0
1225,Grand Central Publishing,Nelson DeMille,759528330.0,11/25/12,PLUM ISLAND,1.0
1226,Random House Publishing,Karen Marie Moning,NA,11/18/12,ICED,1.0
1227,Penguin Group,Sarah Jio,None,11/18/12,BLACKBERRY WINTER,1.0
1228,Harlequin,Ron Carr,1459244370.0,11/11/12,MY KIND OF CHRISTMAS,1.0
1229,Howard Books,Karen Kingsbury,1451647026.0,11/11/12,THE BRIDGE,1.0
1230,"Little, Brown & Company",Tom Wolfe,316214582.0,11/11/12,BACK TO BLOOD,1.0
1231,Random House Publishing,Justin Cronin,345534891.0,11/4/12,THE TWELVE,1.0
1232,Simon & Schuster,Kate Morton,143916309X,11/4/12,THE SECRET KEEPER,1.0
1233,St. Martin's Press,Iris Johansen,None,11/4/12,SLEEP NO MORE,1.0
1234,New American Library,JR Ward,None,10/14/12,RAPTURE,1.0
1235,Harlequin,Susan Mallery,145924124X,10/14/12,A FOOL'S GOLD CHRISTMAS,1.0
1236,Random House Publishing,H P Mallory,345531590.0,10/14/12,SOMETHING WITCHY THIS WAY COMES,1.0
1237,Penguin Group,Beth Kery,None,10/7/12,"BECAUSE YOU ARE MINE, PART VIII",1.0
1238,Hyperion Press,Richard Castle,1401304729.0,9/30/12,FROZEN HEAT,1.0
1239,HarperCollins Publishers,Michael Chabon,61493341.0,9/30/12,TELEGRAPH AVENUE,1.0
1240,Simon & Schuster,Tina Reber,1476718989.0,9/30/12,LOVE UNREHEARSED,1.0
1241,Penguin Group,Junot Díaz,1594487367.0,9/30/12,THIS IS HOW YOU LOSE HER,1.0
1242,Penguin Group,Junot D�_az,1594487367.0,9/30/12,THIS IS HOW YOU LOSE HER,1.0
1243,Penguin Group,Jayne Castle,None,9/23/12,THE LOST NIGHT,1.0
1244,Penguin Group,Sylvain Reynard,None,9/23/12,GABRIEL’S INFERNO,1.0
1245,Penguin Group,Beth Kery,None,9/23/12,"BECAUSE YOU ARE MINE, PART VI",1.0
1246,Penguin Group,Sylvain Reynard,None,9/23/12,GABRIEL�۪S INFERNO,1.0
1247,St. Martin's Press,Louise Penny,1250015278.0,9/16/12,THE BEAUTIFUL MYSTERY,1.0
1248,HarperCollins Publishers,Eloisa James,None,9/16/12,THE UGLY DUCHESS,1.0
1249,Ellora's Cave,Laurann Dohner,None,9/16/12,OBSIDIAN,1.0
1250,Harlequin,Sherryl Woods,None,9/16/12,WHERE AZALEAS BLOOM,1.0
1251,Random House Publishing,Terry Brooks,345523490.0,9/9/12,WARDS OF FAERIE,1.0
1252,Simon & Schuster,Philippa Gregory,1451626142.0,9/2/12,THE KINGMAKER’S DAUGHTER,1.0
1253,Simon & Schuster,Philippa Gregory,1451626142.0,9/2/12,THE KINGMAKER�۪S DAUGHTER,1.0
1254,Penguin Group,Julie Garwood,NA,8/26/12,SWEET TALK,1.0
1255,Penguin Group,Lora Leigh,None,8/26/12,STYGIAN'S HONOR,1.0
1256,St. Martin's Press,Sherrilyn Kenyon,None,8/26/12,TIME UNTIME,1.0
