id,Year,Category,Nominee
2294,1998.0,Best Rock Performance by a Duo or Group with Vocal,One Headlight
2295,1998.0,Best Rock Song,One Headlight
2296,1998.0,Best Short Form Music Video,Got 'Till It's Gone
2297,1998.0,Best Small Ensemble Performance (with or without conductor),"Hindemith: Kammermusik No. 1 With Finale 1921, Op. 24 No. 1"
2298,1998.0,Best Song Written Specifically for a Motion Picture or for Television,I Believe I Can Fly.
2299,1998.0,"Best Southern, Country or Bluegrass Gospel Album",Amazing Grace 2 - A Country Salute To Gospel (Various Artists)
2300,1998.0,Best Spoken Comedy Album,Roll With The New
2301,1998.0,Best Spoken Word Album,Charles Kuralt's Spring
2302,1998.0,Best Spoken Word Album for Children,Winnie-The-Pooh
2303,1998.0,Best Traditional Blues Album,Don't Look Back
2304,1998.0,Best Traditional Folk Album,L'amour Ou La Folie
2305,1998.0,Best Traditional Pop Vocal Performance,Tony Bennett On Holiday
2306,1998.0,Best Traditional Soul Gospel Album,I Couldn't Hear Nobody Pray
2307,1998.0,Best Tropical Latin Performance,Buena Vista Social Club
2308,1998.0,Best World Music Album,Nascimento
2309,1998.0,"Producer of the Year, Classical",Steven Epstein (artist)
2310,1998.0,"Producer of the Year, Non-Classical",Kenneth 'Babyface' Edmonds (artist)
2311,1998.0,Record of the Year,My Heart Will Go On (Love Theme from 'Titanic
2312,1998.0,Song of the Year,Sunny Came Home
2313,1999.0,Album of the Year,The MisEducation of Lauryn Hill
2314,1999.0,Best Album Notes,Miles Davis Quintet 1965-1968
2315,1999.0,Best Alternative Music Performance,Hello Nasty.
2316,1999.0,Best Bluegrass Album,Bluegrass Rules!
2317,1999.0,Best Boxed Recording Package,The Complete Hank Williams
2318,1999.0,Best Chamber Music Performance,"American Scenes - Works Of Copland, Previn, Barber & Gershwin"
2319,1999.0,Best Choral Performance,Barber: Prayers Of Kierkegaard/Vaughan Williams: Dona Nobis Pacem/Bartok: Cantata Profana
2320,1999.0,Best Classical Album,Barber: Prayers Of Kierkegaard/Vaughan Williams: Dona Nobis Pacem/Bartok: Cantata Profana
2321,1999.0,Best Classical Contemporary Composition,Penderecki: Violin Concerto No. 2 Metamorphosen
2322,1999.0,Best Classical Crossover Album,Soul Of The Tango - The Music Of Astor Piazzolla
2323,1999.0,Best Classical Vocal Performance,"The Beautiful Voice - Works Of Charpentier, Gounod, Massenet & Flotow"
2324,1999.0,Best Contemporary Blues Album,Slow Down
2325,1999.0,Best Contemporary Folk Album,Car Wheels On A Gravel Road
2326,1999.0,Best Contemporary Jazz Performance,Imaginary Day
2327,1999.0,Best Contemporary Soul Gospel Album,The Nu Nation Project
2328,1999.0,Best Country Album,Wide Open Spaces
2329,1999.0,Best Country Collaboration with Vocals,Same Old Train
2330,1999.0,Best Country Instrumental Performance,A Soldier's Joy
2331,1999.0,Best Country Performance by a Duo or Group with Vocal,There's Your Trouble
2332,1999.0,Best Country Song,You're Still The One
2333,1999.0,Best Dance Recording,Ray of Light
2334,1999.0,"Best Engineered Album, Classical",Barber: Prayers Of Kierkegaard/Vaughan Williams: Dona Nobis Pacem/Bartok: Cantata Profana
2335,1999.0,"Best Engineered Album, Non-Classical",The Globe Sessions
2336,1999.0,Best Female Country Vocal Performance,You're Still The One
2337,1999.0,Best Female Pop Vocal Performance,My Heart Will Go On.
2338,1999.0,Best Female Rock Vocal Performance,Uninvited
2339,1999.0,Best Gospel Choir or Chorus Album,Reflections
2340,1999.0,Best Hard Rock Performance,For the song 'Most High'.
2341,1999.0,Best Historical Album,The Complete Hank Williams
2342,1999.0,Best Instrumental Arrangement,Waltz For Debby
2343,1999.0,Best Instrumental Arrangement Accompanying Vocal(s),St. Louis Blues
2344,1999.0,Best Instrumental Composition,Almost 12
2345,1999.0,Best Instrumental Composition Written for a Motion Picture or for Television,Saving Private Ryan
2346,1999.0,Best Instrumental Soloist Performance (without orchestra),"Bach: English Suites Nos. 1, 3 & 6"
2347,1999.0,Best Instrumental Soloist(s) Performance (with orchestra),Penderecki: Violin Concerto No. 2 Metamorphosen
2348,1999.0,"Best Jazz Instrumental Performance, Individual or Group",Gershwin's World
2349,1999.0,Best Jazz Instrumental Solo,Rhumbata
2350,1999.0,Best Jazz Vocal Performance,I Remember Miles
2351,1999.0,Best Large Jazz Ensemble Performance,Count Plays Duke
2352,1999.0,Best Latin Jazz Performance,Hot House
2353,1999.0,Best Latin Pop Performance,Vuelve
2354,1999.0,Best Latin Rock/Alternative Performance,Sueños Liquidos
2355,1999.0,Best Long Form Music Video,Lou Reed: Rock and Roll Heart
2356,1999.0,Best Male Country Vocal Performance,If You Ever Have Forever In Mind
2357,1999.0,Best Male Pop Vocal Performance,My Father's Eyes
2358,1999.0,Best Male R&B Vocal Performance,St. Louis Blues
2359,1999.0,Best Male Rock Vocal Performance,Fly Away
2360,1999.0,Best Metal Performance,Better Than You
2361,1999.0,Best Mexican-American Music Performance,Los Super Seven
2362,1999.0,Best Musical Album for Children,Elmopalooza!(Various Artists)
2363,1999.0,Best Musical Show Album,The Lion King
2364,1999.0,Best New Age Album,Landmarks
2365,1999.0,Best New Artist,Lauryn Hill
2366,1999.0,Best Opera Recording,Bartók: Bluebeard's Castle
2367,1999.0,Best Orchestral Performance,Mahler: Symphony No. 9
2368,1999.0,Best Polka Album,Dance With Me
2369,1999.0,Best Pop Album,Ray Of Light
2370,1999.0,Best Pop Collaboration with Vocals,I Still Have That Other Girl.
2371,1999.0,Best Pop Instrumental Performance,Sleepwalk
2372,1999.0,Best Pop Performance by a Duo or Group with Vocal,Jump Jive An' Wail
2373,1999.0,Best Pop Vocal Album,"Ray of Light, also shared with Jon Englesby (engineer/mixer)"
2374,1999.0,Best Pop/Contemporary Gospel Album,This Is My Song
2375,1999.0,Best R&B Album,The Miseducation of Lauryn Hill.
2376,1999.0,Best R&B Performance by a Duo or Group with Vocals,The Boy Is Mine.
2377,1999.0,Best R&B Vocal Performance - Female,Doo Wop (That Thing).
2378,1999.0,Best Rap Album,Volume 2... Hard Knock Life.
2379,1999.0,Best Rap Performance by a Duo or Group,Intergalactic
2380,1999.0,Best Rap Solo Performance,Gettin' Jiggy Wit It
2381,1999.0,Best Recording Package,Ray Of Light
2382,1999.0,Best Reggae Album,Friends
2383,1999.0,Best Rhythm & Blues Song,Doo Wop (That Thing)
2384,1999.0,Best Rock Album,The Globe Sessions
2385,1999.0,Best Rock Gospel Album,You Are There
2386,1999.0,Best Rock Instrumental Performance,The Roots Of Coincidence
2387,1999.0,Best Rock Performance by a Duo or Group with Vocal,Pink
2388,1999.0,Best Rock Song,Uninvited
2389,1999.0,Best Short Form Music Video,Madonna: Ray of Light
2390,1999.0,Best Small Ensemble Performance (with or without conductor),Reich: Music For 18 Musicians
2391,1999.0,Best Song Written Specifically for a Motion Picture or for Television,My Heart Will Go On.
2392,1999.0,Best Song Written for a Motion Picture or for Television,My Heart Will Go On (Love Theme From Titanic)
2393,1999.0,"Best Southern, Country, Or Bluegrass Gospel Album",The Apostle
2394,1999.0,Best Spoken Comedy Album,The 2000 Year Old Man in the Year 2000.
2395,1999.0,Best Spoken Word Album,Still Me .
2396,1999.0,Best Spoken Word Album for Children,The Children's Shakespeare(Various Artists)
2397,1999.0,Best Tejano Music Performance,Said And Done
2398,1999.0,Best Traditional Blues Album,Any Place I'm Going
2399,1999.0,Best Traditional Folk Album,Long Journey Home
2400,1999.0,Best Traditional Pop Vocal Performance,Live At Carnegie Hall - The 50th Anniversary Concert
2401,1999.0,Best Traditional R&B Vocal Performance,Live! - One Night Only
2402,1999.0,Best Traditional Soul Gospel Album,He Leadeth Me
2403,1999.0,Best Tropical Latin Performance,Contra La Corriente
2404,1999.0,Best World Music Album,Quanta Live
2405,1999.0,"Producer of the Year, Classical",Steven Epstein (producer)
2406,1999.0,"Producer of the Year, Non-Classical",Rob Cavallo (producer)
2407,1999.0,Record of the Year,My Heart Will Go On.
2408,1999.0,"Remixer of the Year, Non-Classical","Believe (Club 69 Mix), performed by 'Cher'"
2409,1999.0,Song of the Year,My Heart Will Go On.
2410,2000.0,Album of the Year,Supernatural
2411,2000.0,Best Album Notes,John Coltrane - The Classic Quartet: Complete Impulse! Studio Recordings
2412,2000.0,Best Alternative Music Performance,Mutations
2413,2000.0,Best Bluegrass Album,Ancient Tones
2414,2000.0,Best Boxed Recording Package,Miles Davis - The Complete Bitches Brew Sessions
2415,2000.0,Best Chamber Music Performance,"Beethoven: The Violin Sonatas (Nos. 1-3, Op. 12; Nos. 1-3, Op. 30; Spring Sonata)"
2416,2000.0,Best Choral Performance,Britten: War Requiem
2417,2000.0,Best Classical Album,Stravinsky: Firebird; The Rite Of Spring; Perséphone
2418,2000.0,Best Classical Contemporary Composition,Boulez: Répons
2419,2000.0,Best Classical Crossover Album,Schickele: Hornsmoke (Piano Concerto No. 2 In F Major Ole; Brass Calendar; Hornsmoke - A Horse Opera)
2420,2000.0,Best Classical Vocal Performance,Mahler: Des Knaben Wunderhorn
2421,2000.0,Best Contemporary Blues Album,Take Your Shoes Off
2422,2000.0,Best Contemporary Folk Album,Mule Variations
2423,2000.0,Best Contemporary Jazz Performance,Inside
2424,2000.0,Best Contemporary Soul Gospel Album,Mountain High...Valley Low
2425,2000.0,Best Country Album,Fly
2426,2000.0,Best Country Collaboration with Vocals,After the Gold Rush
2427,2000.0,Best Country Instrumental Performance,Bob's Breakdowns
2428,2000.0,Best Country Performance by a Duo or Group with Vocal,Ready To Run
2429,2000.0,Best Country Song,Come On Over
2430,2000.0,Best Dance Recording,Believe
2431,2000.0,"Best Engineered Album, Classical",Stravinsky: Firebird; The Rite Of Spring; Perséphone
2432,2000.0,"Best Engineered Album, Non-Classical",When I Look In Your Eyes
2433,2000.0,Best Female Country Vocal Performance,Man! I Feel Like A Woman!
2434,2000.0,Best Female Pop Vocal Performance,I Will Remember You
2435,2000.0,Best Female R&B Vocal Performance,It's Not Right But It's Okay
2436,2000.0,Best Female Rock Vocal Performance,Sweet Child O' Mine
2437,2000.0,Best Gospel Choir or Chorus Album,High And Lifted Up
2438,2000.0,Best Hard Rock Performance,Whiskey In The Jar
2439,2000.0,Best Historical Album,The Duke Ellington Centennial Edition - The Complete RCA Victor Recordings (1927-1973)
2440,2000.0,Best Instrumental Arrangement,Chelsea Bridge
2441,2000.0,Best Instrumental Arrangement Accompanying Vocalist(s),Lonely Town
2442,2000.0,Best Instrumental Composition,Joyful Noise Suite
2443,2000.0,"Best Instrumental Composition Written for a Motion Picture, Television or Other Visual Media",A Bug's Life
2444,2000.0,Best Instrumental Soloist Performance (without Orchestra),"Shostakovich: 24 Preludes & Fugues, Op. 87"
2445,2000.0,Best Instrumental Soloist(s) Performance (with Orchestra),Prokofiev: Piano Concertos Nos. 1 & 3/Bartók: Piano Concerto No. 3
2446,2000.0,"Best Jazz Instrumental Performance, Individual or Group",Like Minds
2447,2000.0,Best Jazz Instrumental Solo,In Walked Wayne
2448,2000.0,Best Jazz Vocal Performance,When I Look In Your Eyes
2449,2000.0,Best Large Jazz Ensemble Performance,Serendipity 18
2450,2000.0,Best Latin Jazz Performance,Latin Soul
2451,2000.0,Best Latin Pop Performance,Tiempos
2452,2000.0,Best Latin Rock/Alternative Performance,Resurrection
2453,2000.0,Best Long Form Music Video,Hendrix: Band of Gypsys
2454,2000.0,Best Male Country Vocal Performance,Choices
2455,2000.0,Best Male Pop Vocal Performance,Brand New Day
2456,2000.0,Best Male R&B Vocal Performance,Staying Power
2457,2000.0,Best Male Rock Vocal Performance,American Woman
2458,2000.0,Best Merengue Performance,Pintame
2459,2000.0,Best Metal Performance,Iron Man
2460,2000.0,Best Mexican-American Performance,100 Años De Mariachi
2461,2000.0,Best Musical Album for Children,The Adventures of Elmo in Grouchland
2462,2000.0,Best Musical Show Album,Annie Get Your Gun (The New Broadway Cast)
2463,2000.0,Best New Age Album,Celtic Solstice
2464,2000.0,Best New Artist,Christina Aguilera
2465,2000.0,Best Opera Recording,Stravinsky: The Rake's Progress
2466,2000.0,Best Orchestral Performance,Stravinsky: Firebird; The Rite Of Spring; Perséphone
2467,2000.0,Best Polka Album,Polkasonic
2468,2000.0,Best Pop Album,Brand New Day
2469,2000.0,Best Pop Instrumental Performance,El Farol
2470,2000.0,Best Pop Performance by a Duo or Group with Vocal,Maria Maria
2471,2000.0,Best Pop/Contemporary Gospel Album,Speechless
2472,2000.0,Best R&B Album,Fanmail
2473,2000.0,Best R&B Performance by a Duo or Group with Vocal,No Scrubs
2474,2000.0,Best R&B Song,No Scrubs
2475,2000.0,Best Rap Album,The Slim Shady LP
2476,2000.0,Best Rap Performance by a Duo or Group,You Got Me
2477,2000.0,Best Rap Solo Performance,My Name Is
2478,2000.0,Best Recording Package,Ride With Bob
2479,2000.0,Best Reggae Album,Calling Rastafari
2480,2000.0,Best Rock Album,Supernatural
2481,2000.0,Best Rock Gospel Album,Pray
2482,2000.0,Best Rock Instrumental Performance,The Calling
2483,2000.0,Best Rock Performance by a Duo or Group with Vocal,Put Your Lights On
2484,2000.0,Best Rock Song,Scar Tissue
2485,2000.0,Best Salsa Performance,Llego...Van Van - Van Van Is Here
2486,2000.0,Best Short Form Music Video,Korn: Freak on a Leash
2487,2000.0,Best Small Ensemble Performance (with or without Conductor),"Colors Of Love - Works Of Thomas, Stucky, Tavener & Rands"
2488,2000.0,"Best Song Written for a Motion Picture, Television or Other Visual Media",Beautiful Stranger
2489,2000.0,Best Soundtrack Album,Tarzan
2490,2000.0,"Best Southern, Country or Bluegrass Gospel Album",Kennedy Center Homecoming (with Their Homecoming Friends)
2491,2000.0,Best Spoken Comedy Album,Bigger And Blacker
2492,2000.0,Best Spoken Word Album,"The Autobiography Of Martin Luther King, Jr."
2493,2000.0,Best Spoken Word Album for Children,Listen to the Storyteller
2494,2000.0,Best Tejano Performance,Por Eso Te Amo
2495,2000.0,Best Traditional Blues Album,Blues On The Bayou
2496,2000.0,Best Traditional Folk Album,Press On
2497,2000.0,Best Traditional Pop Vocal Performance,Bennett Sings Ellington - Hot & Cool
2498,2000.0,Best Traditional R&B Vocal Performance,Staying Power
2499,2000.0,Best Traditional Soul Gospel Album,Christmas With Shirley Caesar
2500,2000.0,Best Traditional Tropical Latin Performance,Mambo Birdland
2501,2000.0,Best World Music Album,Livro
2502,2000.0,"Producer of the Year, Classical",Adam Abeshouse
2503,2000.0,"Producer of the Year, Non-Classical",Walter Afanasieff
2504,2000.0,Record of the Year,Smooth
2505,2000.0,"Remixer of the Year, Non-Classical",Club 69
2506,2000.0,Song of the Year,Smooth
2507,2001.0,Album of the Year,Two Against Nature
2508,2001.0,Best Album Notes,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961
2509,2001.0,Best Alternative Music Album,Kid A
2510,2001.0,Best Bluegrass Album,The Grass Is Blue
2511,2001.0,Best Boxed Recording Package,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961
2512,2001.0,Best Chamber Music Performance,Shostakovich: The String Quartets
2513,2001.0,Best Choral Performance,Penderecki: Credo
2514,2001.0,Best Classical Album,Shostakovich: The String Quartets
2515,2001.0,Best Classical Contemporary Composition,Best Classical Contemporary Composition
2516,2001.0,Best Classical Crossover Album,Appalachian Journey (Various Artists)
2517,2001.0,Best Classical Vocal Performance,"The Vivaldi Album - Dell'aura al sussurrar, Alma oppressa"
2518,2001.0,"Best Compilation Soundtrack Album for a Motion Picture, Television or other Visual Media",Almost Famous
2519,2001.0,Best Contemporary Blues Album,Shoutin’ In Key
2520,2001.0,Best Contemporary Folk Album,Red Dirt Girl
2521,2001.0,Best Contemporary Jazz Album,Outbound
2522,2001.0,Best Contemporary Soul Gospel Album,Thankful
2523,2001.0,Best Country Album,Breathe
2524,2001.0,Best Country Collaboration with Vocals,Let's Make Love
2525,2001.0,Best Country Instrumental Performance,Leaving Cottondale
2526,2001.0,Best Country Performance by a Duo or Group with Vocal,Cherokee Maiden
2527,2001.0,Best Country Song,I Hope You Dance
2528,2001.0,Best Dance Recording,Who Let The Dogs Out
2529,2001.0,"Best Engineered Album, Classical","Dvorák: Requiem, Op. 89; Sym. No. 9, Op. 95 'From the New World'"
2530,2001.0,"Best Engineered Album, Non-Classical",Two Against Nature
2531,2001.0,Best Female Country Vocal Performance,Breathe
2532,2001.0,Best Female Pop Vocal Performance,I Try
2533,2001.0,Best Female R&B Vocal Performance,He Wasn't Man Enough
2534,2001.0,Best Female Rock Vocal Performance,There Goes The Neighborhood
2535,2001.0,Best Gospel Choir or Chorus Album,Live - God Is Working
2536,2001.0,Best Hard Rock Performance,Guerrilla Radio
2537,2001.0,Best Historical Album,Louis Armstrong - The Complete Hot Five & Hot Seven Recordings
2538,2001.0,Best Instrumental Arrangement,Spain For Sextet & Orchestra
